Filial;Data Pedido;Loja Sap;Sigla;Nº documento;Pacote;Onda;SeqLiberacao;Volume;Visitas;Perfil;QtdRuptura;%Ruptura;N° Novo Pacote;Data Liberação;Hora Liberação;Liberado por:;Pendência;Status;Data Finalização;Lead Time;Obs:
1922;05/05/2025;1025;VN;310000173969;32469;1;13;370;155;2,4;;;32469;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;05/05/2025;1025;VN;310000173969;33451;1;13;1;1;1,0;;;33451;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;06/05/2025;1023;AG;310000174708;32998;1;14;2;1;2,0;;;32998;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;07/05/2025;1002;PN;310000175439;33435;1;12;5;2;2,5;;;33435;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;07/05/2025;1025;VN;310000175259;32872;1;13;253;113;2,2;;;32872;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;08/05/2025;1002;PN;310000176047;32464;1;12;12;2;6,0;;;32464;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;08/05/2025;1002;PN;310000175697;32464;1;12;1;1;1,0;;;32464;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;08/05/2025;1023;AG;310000176005;33264;1;14;655;262;2,5;;;33264;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;08/05/2025;1023;AG;310000176005;33459;1;14;30;10;3,0;;;33459;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;08/05/2025;1023;AG;310000176210;32998;1;14;5;1;5,0;;;32998;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;09/05/2025;1002;PN;310000176194;33373;1;12;70;19;3,7;;;33373;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;09/05/2025;1002;PN;310000176194;33435;1;12;3;1;3,0;;;33435;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;09/05/2025;1023;AG;310000176324;32998;1;14;89;41;2,2;;;32998;13/05/2025;05:30:00;Yhago;0;100%;15/05/2025;3;
1922;12/05/2025;1019;OA;310000177426;33847;1;26;50;1;50,0;;;31/ago;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1019;OA;310000177608;33860;1;26;2;1;2,0;;;31/ago;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1019;OA;310000177654;33860;1;26;71;8;8,9;;;33847;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1019;OA;310000177687;33860;1;26;24;1;24,0;;;31/ago;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1019;OA;310000177978;33860;1;26;792;262;3,0;;;31/ago;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1019;OA;310000178662;33917;1;26;13;2;6,5;;;31/ago;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1019;OA;310000178808;33917;1;26;72;4;18,0;;;33847;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;14/05/2025;1019;OA;310000179114;33917;1;26;39;4;9,8;;;33847;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;14/05/2025;1019;OA;310000179191;34250;1;26;23;4;5,8;;;31/ago;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1034;CS;310000177182;33857;1;30;149;1;149,0;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1034;CS;310000177456;33873;1;30;5;1;5,0;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1034;CS;310000177487;33873;1;30;59;17;3,5;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1034;CS;310000177786;33873;1;30;54;4;13,5;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1034;CS;310000178043;33873;1;30;20;1;20,0;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1034;CS;310000177983;33873;1;30;389;213;1,8;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1034;CS;310000178737;34091;1;30;65;4;16,3;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1034;CS;310000178828;34091;1;30;10;1;10,0;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;13/05/2025;1034;CS;310000178907;34091;1;30;100;1;100,0;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;14/05/2025;1034;CS;310000178896;34091;1;30;57;6;9,5;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;14/05/2025;1034;CS;310000179193;34269;1;30;32;4;8,0;;;33857;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;08/05/2025;1007;ID;310000176207;33179;1;2;19;2;9,5;;;33179;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1007;ID;310000176195;33468;1;2;605;174;3,5;;;33468;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1007;ID;310000176790;33468;1;2;4;1;4,0;;;33468;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1007;ID;310000176831;33468;1;2;54;3;18,0;;;33468;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1007;ID;310000176865;33468;1;2;167;10;16,7;;;33468;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1007;ID;310000176978;33468;1;2;35;2;17,5;;;33468;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1007;ID;310000177296;33639;1;2;24;5;4,8;;;33639;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;12/05/2025;1007;ID;310000177355;33639;1;2;185;65;2,8;;;33639;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;08/05/2025;1009;RP;310000176130;33189;1;4;19;2;9,5;;;33189;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;08/05/2025;1009;RP;310000176105;33189;1;4;1;1;1,0;;;33189;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;08/05/2025;1013;CJ;310000176131;33261;1;3;18;2;9,0;;;33261;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;08/05/2025;1013;CJ;310000176027;33261;1;3;1;1;1,0;;;33261;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1009;RP;310000176261;33426;1;4;12;5;2,4;;;33426;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1009;RP;310000176261;33413;1;4;807;233;3,5;;;33413;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1009;RP;310000176866;33413;1;4;143;8;17,9;;;33413;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1009;RP;310000176889;33413;1;4;28;2;14,0;;;33413;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1009;RP;310000176911;33426;1;4;80;4;20,0;;;33426;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1009;RP;310000176911;33413;1;4;5;1;5,0;;;33413;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176322;33438;1;3;5;4;1,3;;;33438;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176322;33288;1;3;701;199;3,5;;;33288;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176664;33438;1;3;60;4;15,0;;;33438;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176664;33288;1;3;37;2;18,5;;;33288;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176697;33288;1;3;188;13;14,5;;;33288;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176897;33438;1;3;50;1;50,0;;;33438;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176897;33288;1;3;5;1;5,0;;;33288;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;09/05/2025;1013;CJ;310000176980;33288;1;3;35;2;17,5;;;33288;14/05/2025;16:30:00;Yhago;0;100%;16/05/2025;3;
1922;08/05/2025;1003;JN;310000176048;33159;1;2;19;2;9,5;;;33159;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;08/05/2025;1011;CP;310000176051;33180;1;3;19;2;9,5;;;33180;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;09/05/2025;1003;JN;310000176318;33374;1;2;835;222;3,8;;;33374;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;09/05/2025;1003;JN;310000176977;33159;1;2;50;3;16,7;;;33159;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;09/05/2025;1003;JN;310000177036;33159;1;2;10;1;10,0;;;33159;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;09/05/2025;1011;CP;310000176426;33286;1;3;475;209;2,3;;;33286;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;09/05/2025;1011;CP;310000177025;33286;1;3;50;3;16,7;;;33286;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;12/05/2025;1003;JN;310000177353;33839;1;2;182;63;2,9;;;33839;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;12/05/2025;1011;CP;310000177356;33851;1;3;553;187;3,0;;;33851;15/05/2025;05:30:00;Yhago;0;100%;17/05/2025;3;
1922;12/05/2025;1009;RP;310000177166;33807;1;6;392;143;2,7;;;33807;15/05/2025;16:02:00;Yhago;0;100%;17/05/2025;3;
1922;12/05/2025;1009;RP;310000177651;33807;1;6;43;11;3,9;;;33807;15/05/2025;16:02:00;Yhago;0;100%;17/05/2025;3;
1922;13/05/2025;1009;RP;310000177981;33887;1;6;1;1;0,0;;;33887;15/05/2025;16:02:00;Yhago;0;100%;17/05/2025;3;
1922;13/05/2025;1009;RP;310000178162;33887;1;6;551;224;2,5;;;33887;15/05/2025;16:02:00;Yhago;0;100%;17/05/2025;3;
1922;14/05/2025;1009;RP;310000178783;34108;1;6;114;57;2,0;;;34108;15/05/2025;16:02:00;Yhago;0;100%;17/05/2025;3;
1922;13/05/2025;1007;ID;310000178200;33895;1;3;627;213;2,9;;;33895;15/05/2025;19:00:00;Yhago;0;100%;17/05/2025;3;
1922;14/05/2025;1007;ID;310000178929;34106;1;3;473;143;3,3;;;34106;15/05/2025;19:00:00;Yhago;0;100%;17/05/2025;3;
1922;09/05/2025;1020;CF;310000176263;32889;1;2;690;206;3,3;;;32889;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000176263;33441;1;2;7;6;1,2;;;33441;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000176760;32916;1;2;108;10;10,8;;;32916;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000176835;32916;1;2;2;1;2,0;;;32916;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000176835;33441;1;2;60;4;15,0;;;33441;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000176982;32916;1;2;23;2;11,5;;;32916;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000177100;32916;1;2;13;2;6,5;;;32916;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1020;CF;310000177100;33441;1;2;50;1;50,0;;;33441;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;12/05/2025;1020;CF;310000177359;33810;1;2;147;59;2,5;;;33810;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176321;33424;1;4;10;7;1,4;;;33424;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176321;33375;1;4;389;104;3,7;;;33375;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176832;33424;1;4;80;4;20,0;;;33424;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176832;33375;1;4;2;1;2,0;;;33375;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176868;33375;1;4;140;7;20,0;;;33375;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176898;33424;1;4;60;1;60,0;;;33424;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176898;33375;1;4;4;1;4,0;;;33375;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1014;BM;310000176981;33375;1;4;35;2;17,5;;;33375;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;12/05/2025;1014;BM;310000177358;33845;1;4;379;117;3,2;;;33845;16/05/2025;05:30:00;Yhago;0;100%;18/05/2025;2;
1922;09/05/2025;1037;GP;310000176265;33291;1;1;2;1;2,0;;;33291;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000176265;33483;1;1;18;8;2,3;;;33483;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000176265;35400;1;1;21;21;1,0;;;35400;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000176727;33291;1;1;60;4;15,0;;;33291;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000176727;33483;1;1;2;1;2,0;;;33483;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000176893;33483;1;1;35;2;17,5;;;33483;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000176952;33483;1;1;25;5;5,0;;;33483;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1037;GP;310000177103;33483;1;1;13;2;6,5;;;33483;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1037;GP;310000177413;34163;1;1;12;2;6,0;;;34163;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1037;GP;310000177413;35400;1;1;2;1;2,0;;;35400;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1037;GP;310000177982;34173;1;1;30;2;15,0;;;34173;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1037;GP;310000178666;34589;1;1;15;1;15,0;;;34589;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1037;GP;310000178666;34736;1;1;5;1;5,0;;;34736;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1037;GP;310000178904;34589;1;1;4;2;2,0;;;34589;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1037;GP;310000178789;35400;1;1;1;1;1,0;;;35400;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1037;GP;310000179267;34291;1;1;30;4;7,5;;;34291;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1037;GP;310000179616;34291;1;1;11;1;11,0;;;34291;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1037;GP;310000179663;34291;1;1;68;10;6,8;;;34291;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;14/05/2025;1037;GP;310000179663;35400;1;1;1;1;1,0;;;35400;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1037;GP;310000180023;34291;1;1;77;22;3,5;;;34291;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;15/05/2025;1037;GP;310000180023;35309;1;1;64;64;1,0;;;35309;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1037;GP;310000181053;35023;1;1;10;4;2,5;;;35023;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1037;GP;310000181053;35309;1;1;3;3;1,0;;;35309;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1037;GP;310000181267;35023;1;1;8;3;2,7;;;35023;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;16/05/2025;1037;GP;310000181267;35309;1;1;1;1;1,0;;;35309;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1020;CF;310000176263;32889;1;2;8;4;2,0;;;32889;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;09/05/2025;1020;CF;310000176263;35376;1;2;2;2;1,0;;;35376;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1020;CF;310000177359;33441;1;2;44;18;2,4;;;33441;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1020;CF;310000177359;35376;1;2;6;6;1,0;;;35376;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;12/05/2025;1020;CF;310000177750;33441;1;2;23;5;4,6;;;33441;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
1922;13/05/2025;1020;CF;310000178809;34581;1;2;5;2;2,5;;;34581;20/05/2025;12:00:00;Yhago;0;100%;22/05/2025;3;
